trajectory	seed_lineage	label	start_time_ns	end_time_ns	length_saved_frames	length_ns
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	164.0	166.0	3	3
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	167.0	167.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	168.0	168.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	169.0	178.0	10	10
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	179.0	183.0	5	5
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	184.0	184.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	185.0	185.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	186.0	186.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	187.0	187.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	188.0	212.0	25	25
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	213.0	214.0	2	2
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	215.0	223.0	9	9
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	224.0	224.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	225.0	246.0	22	22
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	247.0	247.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	248.0	276.0	29	29
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	277.0	277.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	278.0	281.0	4	4
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	282.0	282.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	283.0	293.0	11	11
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	294.0	294.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	295.0	299.0	5	5
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	300.0	300.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	301.0	303.0	3	3
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	304.0	304.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	305.0	306.0	2	2
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	307.0	307.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	308.0	309.0	2	2
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	310.0	310.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	311.0	319.0	9	9
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	320.0	321.0	2	2
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	322.0	322.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	323.0	323.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	324.0	324.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	325.0	326.0	2	2
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	327.0	331.0	5	5
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	332.0	332.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	333.0	344.0	12	12
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	345.0	345.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	346.0	369.0	24	24
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	370.0	370.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	371.0	384.0	14	14
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	385.0	385.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	386.0	405.0	20	20
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	406.0	415.0	10	10
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	416.0	418.0	3	3
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	419.0	420.0	2	2
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	421.0	421.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	422.0	424.0	3	3
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	425.0	426.0	2	2
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	427.0	427.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	428.0	433.0	6	6
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	434.0	434.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	435.0	440.0	6	6
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	441.0	442.0	2	2
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	443.0	464.0	22	22
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	465.0	465.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	466.0	468.0	3	3
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	469.0	469.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	470.0	473.0	4	4
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	474.0	474.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	475.0	476.0	2	2
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	477.0	477.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	478.0	486.0	9	9
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	487.0	487.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	488.0	497.0	10	10
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	498.0	498.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	499.0	500.0	2	2
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	501.0	501.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	502.0	502.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	503.0	504.0	2	2
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	505.0	506.0	2	2
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	507.0	507.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	508.0	508.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	509.0	510.0	2	2
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	511.0	511.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	512.0	513.0	2	2
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	514.0	516.0	3	3
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	517.0	517.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	518.0	519.0	2	2
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	520.0	521.0	2	2
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	522.0	523.0	2	2
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	524.0	524.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	525.0	530.0	6	6
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	531.0	531.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	532.0	535.0	4	4
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	536.0	537.0	2	2
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	538.0	539.0	2	2
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	540.0	541.0	2	2
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	542.0	544.0	3	3
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	545.0	547.0	3	3
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	548.0	548.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	549.0	550.0	2	2
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	551.0	578.0	28	28
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	579.0	580.0	2	2
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	581.0	605.0	25	25
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	606.0	608.0	3	3
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	609.0	624.0	16	16
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	625.0	625.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	626.0	701.0	76	76
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	702.0	702.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	703.0	716.0	14	14
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	717.0	717.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	718.0	1020.0	303	303
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	20.0	28.0	9	9
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	29.0	29.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	30.0	30.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	31.0	31.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	32.0	53.0	22	22
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	54.0	54.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	55.0	71.0	17	17
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	72.0	72.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	73.0	279.0	207	207
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	280.0	280.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	281.0	292.0	12	12
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	293.0	293.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	294.0	294.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	295.0	295.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	296.0	303.0	8	8
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	304.0	304.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	305.0	333.0	29	29
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	334.0	334.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	335.0	342.0	8	8
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	343.0	343.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	344.0	346.0	3	3
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	347.0	347.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	348.0	349.0	2	2
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	350.0	351.0	2	2
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	352.0	353.0	2	2
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	354.0	354.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	355.0	357.0	3	3
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	358.0	358.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	359.0	382.0	24	24
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	383.0	383.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	384.0	386.0	3	3
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	387.0	387.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	388.0	389.0	2	2
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	390.0	390.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	391.0	391.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	392.0	392.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	393.0	393.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	394.0	394.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	395.0	398.0	4	4
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	399.0	399.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	400.0	407.0	8	8
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	408.0	408.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	409.0	411.0	3	3
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	412.0	412.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	413.0	418.0	6	6
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	419.0	419.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	420.0	432.0	13	13
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	433.0	433.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	434.0	446.0	13	13
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	447.0	447.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	448.0	450.0	3	3
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	451.0	452.0	2	2
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	453.0	461.0	9	9
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	462.0	463.0	2	2
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	464.0	464.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	465.0	465.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	466.0	468.0	3	3
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	469.0	469.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	470.0	470.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	471.0	471.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	472.0	487.0	16	16
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	488.0	488.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	489.0	489.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	490.0	490.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	491.0	492.0	2	2
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	493.0	493.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	494.0	496.0	3	3
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	497.0	499.0	3	3
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	500.0	512.0	13	13
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	513.0	513.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	514.0	514.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	515.0	515.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	516.0	525.0	10	10
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	526.0	526.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	527.0	532.0	6	6
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	533.0	533.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	534.0	534.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	535.0	535.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	536.0	536.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	537.0	544.0	8	8
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	545.0	545.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	546.0	548.0	3	3
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	549.0	555.0	7	7
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	556.0	556.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	557.0	557.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	558.0	558.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	559.0	560.0	2	2
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	561.0	563.0	3	3
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	564.0	583.0	20	20
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	584.0	584.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	585.0	626.0	42	42
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	627.0	627.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	628.0	630.0	3	3
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	631.0	631.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	632.0	635.0	4	4
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	636.0	637.0	2	2
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	638.0	640.0	3	3
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	641.0	641.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	642.0	646.0	5	5
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	647.0	648.0	2	2
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	649.0	650.0	2	2
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	651.0	651.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	652.0	652.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	653.0	655.0	3	3
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	656.0	656.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	657.0	657.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	658.0	662.0	5	5
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	663.0	672.0	10	10
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	673.0	673.0	1	1
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	674.0	680.0	7	7
R46A_ES07_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	681.0	681.0	1	1
