trajectory	seed_lineage	label	start_time_ns	end_time_ns	length_saved_frames	length_ns
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	678.0	679.0	2	2
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	680.0	680.0	1	1
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	681.0	684.0	4	4
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	685.0	685.0	1	1
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	686.0	686.0	1	1
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	687.0	687.0	1	1
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	688.0	694.0	7	7
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	695.0	702.0	8	8
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	703.0	703.0	1	1
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	704.0	706.0	3	3
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	707.0	707.0	1	1
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	708.0	713.0	6	6
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	714.0	714.0	1	1
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	715.0	718.0	4	4
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	719.0	720.0	2	2
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	721.0	728.0	8	8
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	729.0	730.0	2	2
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	731.0	738.0	8	8
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	739.0	739.0	1	1
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	740.0	740.0	1	1
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	741.0	741.0	1	1
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	742.0	742.0	1	1
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	743.0	744.0	2	2
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	745.0	746.0	2	2
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	747.0	748.0	2	2
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	749.0	754.0	6	6
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	755.0	755.0	1	1
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	756.0	756.0	1	1
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	757.0	761.0	5	5
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	762.0	763.0	2	2
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	764.0	765.0	2	2
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	766.0	775.0	10	10
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	776.0	777.0	2	2
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	778.0	785.0	8	8
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	786.0	786.0	1	1
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	787.0	794.0	8	8
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	795.0	796.0	2	2
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	797.0	799.0	3	3
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	800.0	800.0	1	1
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	801.0	801.0	1	1
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	802.0	802.0	1	1
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	803.0	803.0	1	1
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	804.0	804.0	1	1
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	805.0	806.0	2	2
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	807.0	807.0	1	1
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	808.0	814.0	7	7
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	815.0	816.0	2	2
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	817.0	824.0	8	8
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	825.0	826.0	2	2
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	827.0	857.0	31	31
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	858.0	858.0	1	1
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	859.0	860.0	2	2
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	861.0	861.0	1	1
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	862.0	887.0	26	26
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	888.0	888.0	1	1
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	889.0	889.0	1	1
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	890.0	890.0	1	1
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	891.0	902.0	12	12
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	903.0	903.0	1	1
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	904.0	927.0	24	24
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	928.0	929.0	2	2
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	930.0	936.0	7	7
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	937.0	943.0	7	7
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	944.0	945.0	2	2
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	946.0	948.0	3	3
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	949.0	952.0	4	4
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	953.0	955.0	3	3
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	956.0	967.0	12	12
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	968.0	968.0	1	1
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	969.0	970.0	2	2
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	971.0	971.0	1	1
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	972.0	972.0	1	1
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	973.0	973.0	1	1
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	974.0	990.0	17	17
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	991.0	991.0	1	1
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	992.0	1000.0	9	9
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	1001.0	1001.0	1	1
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	1002.0	1007.0	6	6
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	1008.0	1008.0	1	1
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	1009.0	1015.0	7	7
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	1016.0	1016.0	1	1
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	1017.0	1017.0	1	1
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	1018.0	1018.0	1	1
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	1019.0	1019.0	1	1
R46A_ES02_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	1020.0	1020.0	1	1
R46A_ES03_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	20.0	36.0	17	17
R46A_ES03_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	37.0	49.0	13	13
R46A_ES03_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	50.0	52.0	3	3
R46A_ES03_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	53.0	53.0	1	1
R46A_ES03_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	54.0	62.0	9	9
R46A_ES03_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	63.0	65.0	3	3
R46A_ES03_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	66.0	75.0	10	10
R46A_ES03_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	76.0	76.0	1	1
R46A_ES03_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	77.0	78.0	2	2
R46A_ES03_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	79.0	80.0	2	2
R46A_ES03_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	81.0	81.0	1	1
R46A_ES03_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	82.0	1020.0	939	939
R46A_ES04_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	20.0	30.0	11	11
R46A_ES04_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	31.0	34.0	4	4
R46A_ES04_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	35.0	36.0	2	2
R46A_ES04_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	37.0	37.0	1	1
R46A_ES04_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	38.0	43.0	6	6
R46A_ES04_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	44.0	44.0	1	1
R46A_ES04_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	45.0	52.0	8	8
R46A_ES04_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	53.0	1020.0	968	968
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	20.0	108.0	89	89
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	109.0	112.0	4	4
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	113.0	113.0	1	1
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	114.0	118.0	5	5
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	119.0	122.0	4	4
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	123.0	123.0	1	1
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	124.0	128.0	5	5
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	129.0	129.0	1	1
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	130.0	145.0	16	16
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	146.0	146.0	1	1
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	147.0	163.0	17	17
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	164.0	164.0	1	1
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	165.0	172.0	8	8
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	173.0	173.0	1	1
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	174.0	186.0	13	13
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	187.0	187.0	1	1
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	188.0	348.0	161	161
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	349.0	350.0	2	2
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	351.0	364.0	14	14
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	365.0	366.0	2	2
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	367.0	368.0	2	2
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	369.0	369.0	1	1
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	370.0	391.0	22	22
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	392.0	392.0	1	1
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	393.0	393.0	1	1
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	394.0	400.0	7	7
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	401.0	401.0	1	1
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	402.0	405.0	4	4
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	406.0	406.0	1	1
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	407.0	412.0	6	6
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	413.0	413.0	1	1
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	414.0	424.0	11	11
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	425.0	425.0	1	1
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	426.0	426.0	1	1
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	427.0	427.0	1	1
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	428.0	428.0	1	1
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	429.0	431.0	3	3
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	432.0	432.0	1	1
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	433.0	433.0	1	1
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	434.0	434.0	1	1
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	435.0	435.0	1	1
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	436.0	437.0	2	2
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	438.0	439.0	2	2
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	440.0	440.0	1	1
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	441.0	443.0	3	3
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	444.0	447.0	4	4
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	448.0	449.0	2	2
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	450.0	455.0	6	6
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	456.0	456.0	1	1
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	457.0	461.0	5	5
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	462.0	464.0	3	3
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	465.0	466.0	2	2
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	467.0	467.0	1	1
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	468.0	468.0	1	1
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	469.0	469.0	1	1
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	470.0	487.0	18	18
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	488.0	489.0	2	2
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	490.0	491.0	2	2
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	492.0	492.0	1	1
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	493.0	495.0	3	3
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	496.0	496.0	1	1
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	497.0	503.0	7	7
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	504.0	504.0	1	1
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	505.0	505.0	1	1
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	506.0	506.0	1	1
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	507.0	508.0	2	2
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	509.0	510.0	2	2
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	511.0	512.0	2	2
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	513.0	513.0	1	1
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	514.0	514.0	1	1
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	515.0	528.0	14	14
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	529.0	534.0	6	6
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	535.0	536.0	2	2
R46A_ES05_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	537.0	1020.0	484	484
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	20.0	28.0	9	9
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	29.0	29.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	30.0	31.0	2	2
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	32.0	32.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	33.0	33.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	34.0	34.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	35.0	35.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	36.0	39.0	4	4
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	40.0	40.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	41.0	42.0	2	2
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	CLOSED_CONSENSUS	43.0	43.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	44.0	54.0	11	11
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	55.0	55.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	56.0	72.0	17	17
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	73.0	73.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	74.0	75.0	2	2
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	76.0	76.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	77.0	77.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	78.0	78.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	79.0	82.0	4	4
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	83.0	83.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	84.0	87.0	4	4
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	88.0	88.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	89.0	99.0	11	11
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	100.0	100.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	101.0	140.0	40	40
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	141.0	141.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	142.0	145.0	4	4
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	146.0	146.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	147.0	153.0	7	7
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	154.0	154.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	155.0	155.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	156.0	156.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	157.0	157.0	1	1
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	OPEN_CONSENSUS	158.0	161.0	4	4
R46A_ES06_2021_11_08_NaCl170mM_GMX_JeanZay	closed_seeded	READOUT_CONFLICT	162.0	163.0	2	2
