frame_index	time_ns	NMP_CORE_mean_CA_distance_A	LID_CORE_mean_CA_distance_A
206	41.2	25.795898772808375	35.392118711577176
207	41.4	26.24990864549988	34.66300481812676
208	41.6	26.470157738040296	34.947037705777504
209	41.8	26.412664353443706	34.65908110628315
210	42.0	25.721803289154227	35.93940957608917
211	42.2	25.747734780179222	33.6405773434936
212	42.4	26.708202270102657	34.23344798161461
213	42.6	26.20258628116083	32.809158866300116
214	42.8	26.120320603159694	31.83942069887471
215	43.0	25.770753118594417	32.25067739885832
216	43.2	25.43486928069592	33.654288257843824
217	43.4	26.45884044771667	34.65363988521028
218	43.6	25.782352079252014	35.07104285769857
219	43.8	25.68751994511743	35.39610025336468
220	44.0	25.608944535021173	35.73734894408841
221	44.2	26.094022582007	34.42293778267221
222	44.4	26.590201046973363	33.24105106084437
223	44.6	25.548431952497385	34.68667903518297
224	44.8	26.933424660393698	34.91624531767555
225	45.0	26.184883174360582	37.33538357193344
226	45.2	26.69174626324721	35.09781095421707
227	45.4	26.089773960753202	36.81465104836213
228	45.6	25.78016966531208	36.060387920317645
229	45.8	25.67283246129	36.54416765907433
230	46.0	26.349417701108692	34.93719370850867
231	46.2	26.17099740656069	35.117101592362
232	46.4	26.49469187379412	34.30843056668085
233	46.6	26.548916189056957	34.16507818104265
234	46.8	26.856203599442804	34.807192165692705
235	47.0	26.921136889230905	35.07918058595077
236	47.2	26.67091759776961	36.034825564406226
237	47.4	26.477517260592087	34.54786957418894
238	47.6	27.005879225593524	33.94231751917638
239	47.8	26.373564371226998	34.55543656293484
240	48.0	26.014416814852268	32.809555532836406
241	48.2	26.33219228203415	34.21260127182731
242	48.4	25.833650732142317	34.91307746378344
243	48.6	25.946852818795026	34.76013479809362
244	48.8	26.222242596490734	34.97163305642231
245	49.0	26.506560299770516	35.88394504997208
246	49.2	26.227034889339485	34.7474178647461
247	49.4	26.324385800556236	34.53857848414489
248	49.6	26.194535412895462	35.10422550849591
249	49.8	25.901160455393157	35.16188399784698
250	50.0	26.171861357325525	36.985798800585066
251	50.2	26.020994868283164	34.60908889704019
252	50.4	26.430184421257724	34.347538524536084
253	50.6	26.569576134257247	34.57722348977968
254	50.8	26.31593854147357	34.486943237753124
255	51.0	26.02144103575863	33.880483360928324
256	51.2	26.11898185145038	34.87408922484799
257	51.4	26.629999666956042	36.98730001247503
258	51.6	26.479135116016927	35.901462174909554
259	51.8	26.130517756697657	36.06765685715947
260	52.0	26.470502614964143	36.05670307090115
261	52.2	26.30173184096657	34.087675888113715
262	52.4	26.08042313577246	35.74512989856309
263	52.6	26.181916875516887	36.74594468879306
264	52.8	26.240411361694214	35.265491293930346
265	53.0	26.295787905507538	35.59338161309856
266	53.2	26.588111027566907	36.4017133511368
267	53.4	27.38693042099464	34.3105011553671
268	53.6	26.952139461780913	34.19301427131194
269	53.8	27.350246015695806	34.15975665564375
270	54.0	26.801259110773916	32.50895543177748
271	54.2	26.96963520151665	33.37516910738773
272	54.4	27.30180659220969	32.97882121677569
273	54.6	27.24048546294211	33.43770736910063
274	54.8	27.250549074113426	33.10536820959395
275	55.0	27.51026266945683	31.66456273213496
276	55.2	27.295751107573295	33.05175563642711
277	55.4	27.578792009966243	31.9104401896624
278	55.6	26.75968218372329	31.87459699812884
279	55.8	27.993286235340587	32.14160402174366
280	56.0	27.122832064447685	32.87338436677631
281	56.2	26.55254703898298	32.65479030989076
282	56.4	26.87464199097795	31.883129504159697
283	56.6	27.267970566143415	31.784526217478763
284	56.8	26.662969364194492	31.722477028093145
285	57.0	27.343891922689565	32.34524055993339
286	57.2	27.285276606671868	31.43595375722571
287	57.4	26.61237390343824	31.2112954716623
288	57.6	26.814676643316588	32.54551997057389
289	57.8	27.51595740203124	31.923961715858194
290	58.0	27.393106026139378	33.20641766054302
291	58.2	27.448961593442878	34.91855285751021
292	58.4	27.312541599251208	35.489598369597054
293	58.6	26.835628348865285	36.25413888579748
294	58.8	26.953988373782146	33.85934762411549
295	59.0	27.267900126491714	33.553848206042886
296	59.2	26.94801538756265	33.46002287298856
297	59.4	27.082447734914126	34.139429967220394
298	59.6	26.785717956161147	34.03106886410545
299	59.8	26.976846049332455	33.167797132023914
300	60.0	27.01847964639192	33.13977808661211
301	60.2	27.380166957715733	33.98552912149896
302	60.4	27.111589064532364	35.628053537307515
303	60.6	27.09731810311977	35.11158414518109
304	60.8	26.75976192818525	32.22638825411153
305	61.0	26.550686712128822	34.065572199261325
306	61.2	27.016202074084344	35.65550903230992
307	61.4	26.683774947180265	33.25935938135562
308	61.6	26.465971243986566	33.63633493776451
309	61.8	27.128692564652017	33.407273142518626
310	62.0	27.48648869048344	33.46780833741627
311	62.2	26.57513437352261	31.693313777862322
312	62.4	26.57421819147722	32.7272096824205
313	62.6	26.811241714127785	32.66074441410895
314	62.8	26.991406748613123	35.56283382065423
315	63.0	27.03196939042207	36.3919856670449
316	63.2	26.093342648357478	35.844233754752544
317	63.4	26.52780902762327	34.57817538418387
318	63.6	26.20489157959317	35.27608393611261
319	63.8	27.042180477769282	34.290849688607004
320	64.0	26.513556225479647	32.72567772497677
321	64.2	26.362704531668378	34.00553746726698
322	64.4	27.07487155096846	32.16290816751147
323	64.6	26.742763895444025	32.44154077388468
324	64.8	25.99561906572871	32.57586319695396
325	65.0	26.526849805344774	30.85355189465295
326	65.2	26.607503594260642	32.23723006270573
327	65.4	26.414746003602932	32.57780965719175
328	65.6	26.931601285859248	34.01528234396982
329	65.8	26.952394097638447	33.09104896879171
330	66.0	26.558811371681134	33.26221256775367
331	66.2	26.28850899245983	32.138889509312406
332	66.4	26.26531818140414	31.812232854687764
333	66.6	26.509402900389766	30.490036965867372
334	66.8	26.70462542587707	32.37105016820396
335	67.0	26.693610745568314	33.359475493804084
336	67.2	26.241411422656004	32.69708680242356
337	67.4	26.0740501994035	31.905437449925554
338	67.6	26.852170918474833	30.134792766079375
339	67.8	26.893309433363445	31.82173530918685
340	68.0	26.65868945144486	33.03127403666813
341	68.2	26.27892534133508	33.96015001475763
342	68.4	26.602116203707055	33.25603215139719
343	68.6	26.60886352669847	32.63359365851676
344	68.8	26.118093597694497	32.811826193146686
345	69.0	26.459743618612972	32.20555254652662
346	69.2	26.30131354943835	31.720227973666198
347	69.4	26.705594090955888	33.89445285309089
348	69.6	26.447241015168903	33.331690268032716
349	69.8	26.13631143105346	32.75892405768205
350	70.0	25.962312496610657	33.709970393537276
351	70.2	26.071678210333236	32.19099017779687
352	70.4	26.270461198802455	31.91254083625086
353	70.6	26.41254566526062	31.268585927811397
354	70.8	26.15915264828406	32.30785332570699
355	71.0	25.998789647483218	31.49859260814378
356	71.2	26.218975769131085	31.936427855535083
357	71.4	26.70338540948753	32.675502438409
358	71.6	26.65692971876549	33.19776648778739
359	71.8	26.25610839033156	32.47172913032659
360	72.0	26.299096279113336	33.021589046319804
361	72.2	26.32751089834752	31.91023506637457
362	72.4	26.036596988564213	33.699649757913456
363	72.6	25.8890523178735	32.33905301040123
364	72.8	26.391414643333643	33.09366762753039
365	73.0	26.2170340281155	33.43009766602716
366	73.2	25.76345603830981	33.65357703646622
367	73.4	26.15794964133385	33.02886483219629
368	73.6	25.92052482490361	33.002283151871424
369	73.8	25.80867482209494	32.48522092066092
370	74.0	25.35173038804248	34.13782942720841
371	74.2	26.198380311173125	33.63207598419119
372	74.4	26.120302532515026	31.080526140824624
373	74.6	26.704337048319424	30.933351012024676
374	74.8	26.805756117011473	32.04067912026115
375	75.0	26.913139104284767	34.41573650751764
376	75.2	26.141971866500246	33.53979135766701
377	75.4	25.97438164642186	33.315097367271974
378	75.6	26.32190280080797	33.75452609533483
379	75.8	26.344441159204187	33.329838466296145
380	76.0	27.086839524611943	32.092082326874966
381	76.2	27.410634111986326	32.2520315214402
382	76.4	27.01662563544309	31.47067097742916
383	76.6	26.760279715097738	31.602357605662544
384	76.8	26.832583054355307	31.733527815894167
385	77.0	26.777093496653503	32.54235766925071
386	77.2	27.2543051238749	32.85997524803965
387	77.4	26.86749187402448	30.970123709889787
388	77.6	26.756381763063402	33.3914877004706
389	77.8	26.76350744982744	33.02922299849089
390	78.0	27.089804511383637	32.625721754485944
391	78.2	27.559834455598924	32.25941380369113
392	78.4	27.33039088212194	32.011315209699916
393	78.6	27.815914861774353	31.501407442231205
394	78.8	27.108685299134542	34.38087473236437
395	79.0	26.575037915817514	33.42506330034825
396	79.2	27.345658765992404	31.448976623329802
397	79.4	27.03457809376512	32.45583593872298
398	79.6	27.148422925946175	32.88374266763074
399	79.8	27.154784826490054	33.17762000564638
400	80.0	26.815669787646858	32.05396831251397
401	80.2	26.536671424501694	33.18507627657887
402	80.4	26.613264375251354	32.780463919641264
403	80.6	27.15723634653311	35.931453954288656
404	80.8	26.941058323412356	34.178918233971274
405	81.0	27.19807406051277	35.643324558380044
406	81.2	26.25329274740704	35.34924331092487
407	81.4	26.527117683718163	34.17981974351166
408	81.6	26.009957743476456	34.5318976390311
409	81.8	26.29358056724781	33.99262206356646
410	82.0	26.70966316151301	35.3885234492839
411	82.2	26.71989172431779	35.27567585737356
412	82.4	26.923897651728392	35.817434224390425
413	82.6	26.431119120919835	35.07718593454466
414	82.8	26.32669893208639	35.009501624714005
415	83.0	27.252232103721596	34.73633946412774
416	83.2	27.415766103047535	32.27144695050339
417	83.4	27.443745764723165	33.11010653069013
418	83.6	26.706631082572763	33.568051842729716
419	83.8	27.061383323030398	34.01564503905617
420	84.0	26.972230757093524	34.70443497505723
421	84.2	26.423449053954336	34.440870759518624
422	84.4	26.40900161738239	34.84835938120562
423	84.6	26.08344380967205	33.413192693033245
424	84.8	26.183278557775633	34.3930590787753
425	85.0	27.102094734400403	33.423334560787836
426	85.2	26.48535066258478	34.74688360777381
427	85.4	26.417564245774678	34.56689972454715
428	85.6	26.62752548906122	35.52483249096172
429	85.8	26.336661573609558	35.30755112907781
430	86.0	26.401543733557943	34.08891638531586
431	86.2	26.388523130014384	34.75623358042335
432	86.4	26.62896574435559	34.278029088795634
433	86.6	26.47091862435014	33.05652573821473
434	86.8	26.51942404751605	35.15038326242842
435	87.0	26.991132025446895	35.18772621164176
436	87.2	26.151519053465435	34.89760786068753
437	87.4	26.444118909495167	35.70218879223545
438	87.6	26.997134672111173	33.80157433425446
439	87.8	26.849400088114646	36.48882993802644
440	88.0	26.765926331939838	35.91800665466941
441	88.2	27.201651083054237	33.53739174191572
442	88.4	27.17307660011084	36.06733813012483
443	88.6	26.83802836369427	33.843582850758075
444	88.8	26.611903453813184	34.63327811126742
445	89.0	26.67084009806539	33.538731368430454
446	89.2	27.083831987553044	32.19818705894241
447	89.4	26.892145551328884	32.92726503008272
448	89.6	27.15584060899622	33.76812570774628
449	89.8	26.61434589072516	33.55678334437586
450	90.0	26.658369005475357	34.60615242494729
451	90.2	26.653227431376703	34.01292359245006
452	90.4	27.273081195242245	33.944596610916236
453	90.6	27.082325466330985	34.520581784491576
454	90.8	27.096198987846396	32.750617545564005
455	91.0	26.685415921751524	33.86276186029746
456	91.2	26.98803053297332	32.13266242042756
457	91.4	26.8001356377346	35.14758502016997
458	91.6	27.02902081865647	34.33054540790806
459	91.8	27.15400592378871	34.805473627007046
460	92.0	26.770960485741913	35.68187692678253
461	92.2	27.302397349755424	34.63176811014471
462	92.4	27.55379318666915	33.347060843189084
463	92.6	27.20651280865218	32.85701178535551
464	92.8	27.38531800361154	34.539574329622944
465	93.0	27.17274960251337	32.80571423077047
466	93.2	27.33419574787658	31.74974063025195
467	93.4	27.170285125797594	33.424988454684936
468	93.6	26.796680009082422	34.59188046322067
469	93.8	27.236237288493154	33.994345809157586
470	94.0	27.126090963798113	34.29083267028669
471	94.2	26.661246348109852	34.243996738273545
472	94.4	27.028841490921675	33.851312149936916
473	94.6	26.79173886313661	37.204314020132735
474	94.8	26.42258917034079	33.62225801292111
475	95.0	26.524980810446188	33.649182060031265
476	95.2	26.943733951355252	33.09491763792112
477	95.4	26.738620071433527	33.5699564057997
478	95.6	26.655049079203625	33.517790064118444
479	95.8	27.027098939138323	32.934108667074796
480	96.0	26.523984361495422	34.5568820043581
481	96.2	26.79530400718245	34.472831739010324
482	96.4	27.296171330547647	33.78497634401725
483	96.6	26.26242785491946	35.0674725147337
484	96.8	26.962863897708402	34.22227187947043
485	97.0	26.666260002479977	34.957186344532914
486	97.2	26.750497491775846	33.59494690081201
487	97.4	26.393616104633296	34.008638648279785
488	97.6	26.17806213043344	35.551365658527885
489	97.8	26.381846717002844	34.50253409925367
490	98.0	26.781574351461565	34.22247119446635
491	98.2	26.799026441591906	34.281783653910416
492	98.4	26.327754522133883	34.13720548353739
493	98.6	26.738943389461628	35.651586705134044
494	98.8	27.405757863760986	34.539299588139414
495	99.0	27.504659685238266	32.57115834340434
496	99.2	26.662895236128364	33.4155150637582
497	99.4	27.18360251230957	35.1383322374272
498	99.6	26.49345088506977	34.71405439126457
499	99.8	27.045087661068862	34.173977809395076
500	100.0	26.52898663394206	32.80381674517516
501	100.2	26.83910688212808	32.60486219549961
502	100.4	27.681018279349278	32.82969627383516
503	100.6	27.441702351264446	33.392172983773655
504	100.8	27.519502788063708	32.871590487350126
505	101.0	26.91147293360686	32.65783526193606
506	101.2	27.454803008055414	32.42693425949342
507	101.4	27.330849490250387	32.0846208195756
508	101.6	27.53509401160315	33.02069214904387
509	101.8	27.759440984538696	32.690631586027436
510	102.0	27.15536013718057	34.43488553630718
511	102.2	27.643332960544534	33.213991995577956
512	102.4	26.836175231168763	32.394933060956404
513	102.6	27.22958161922808	32.96546035211887
514	102.8	27.2502852285433	32.9131580517821
515	103.0	27.937831693671647	33.60332450528696
516	103.2	27.384503836504106	34.22304806836425
517	103.4	27.38397697531377	32.64580458871629
518	103.6	27.784723466713974	33.730782020278625
519	103.8	27.906364260566182	33.26882976467185
520	104.0	27.569254226625702	32.61088548268595
521	104.2	27.80801376718971	32.54975728714226
522	104.4	27.118877291150973	32.587880119377196
523	104.6	26.98919773293095	33.02107952363129
524	104.8	27.12077138518302	31.579752776995708
525	105.0	27.723197749544916	33.45786454814803
526	105.2	27.51041753628392	33.121486020658736
527	105.4	27.45673072840076	32.86515240362393
528	105.6	27.142537430517432	32.97507228454096
529	105.8	27.70034803584018	32.93083591596677
530	106.0	27.382997753154758	33.718203795157734
531	106.2	27.369694658794593	35.97473783227024
532	106.4	26.93805058818913	35.359373981854795
533	106.6	27.472946287902722	32.975782104741825
534	106.8	26.846698479391957	33.62821340576655
535	107.0	26.53438372153976	35.242156350816785
536	107.2	27.216321171517777	32.03378312559005
537	107.4	27.05665486485211	32.029275706132786
538	107.6	27.005379662536573	32.80815701133998
539	107.8	27.53575849721437	32.15765304072325
540	108.0	27.145608615634437	33.911328728413665
541	108.2	27.006029599079795	33.1076170854556
542	108.4	26.88641233965005	34.26312742680313
543	108.6	26.48882863683546	32.48551969987011
544	108.8	26.60150173039073	34.439308497815176
545	109.0	26.656010962234834	35.78307250435385
546	109.2	26.99005398739097	36.365257425196816
547	109.4	27.10738658795804	34.712519962526855
548	109.6	26.992793971749325	33.79709861572284
549	109.8	26.843029483004102	35.390404847981216
550	110.0	26.890112499482154	34.340189475579486
551	110.2	27.017689357574834	33.86298960825906
552	110.4	26.077941766562986	34.44343006560606
553	110.6	26.717452823309255	34.13573251276645
554	110.8	26.305310227768842	34.84771990070807
555	111.0	26.87332082327054	35.040816588802144
556	111.2	26.27902137619593	33.808466562378484
557	111.4	27.242645076434098	34.793426776961006
558	111.6	27.0541733536974	33.897927835481354
559	111.8	27.340400477222786	34.18950157429866
560	112.0	27.066399671955406	35.06307383796303
561	112.2	26.85187644683865	34.6936818830242
562	112.4	27.38868762047219	36.00435120731437
563	112.6	27.202976787090176	35.59458338483167
564	112.8	26.260750996663234	34.12481564738294
565	113.0	27.3077540214816	33.93974932736234
566	113.2	27.34372817109491	34.76319631102788
567	113.4	26.63853711086844	34.349994700475314
568	113.6	27.370841231868926	34.19753014813708
569	113.8	27.03610897383579	35.286956545184665
570	114.0	27.204001171219918	34.88649711864241
571	114.2	26.56268284102776	32.52794470870896
572	114.4	26.48714887864576	33.421166257081985
573	114.6	26.35363119072061	33.10015339601147
574	114.8	26.335833350490162	33.95774763543603
575	115.0	26.66810264114671	35.18770786246205
576	115.2	26.984307293526445	34.75058100199801
577	115.4	27.165465196369574	35.272747428478084
578	115.6	26.915872252434912	35.915616219942024
579	115.8	26.943293832275188	35.75640540715709
580	116.0	26.802177818081308	37.29709595509031
581	116.2	26.65463370489307	34.42701943804635
582	116.4	26.217173047108272	33.87377824152076
583	116.6	26.686780332613097	35.51795238208809
584	116.8	26.85338070831899	35.33003843668197
585	117.0	26.731387650136167	35.38941921994712
586	117.2	26.605129739017354	34.208169541608974
587	117.4	26.741392355769275	33.96451788332692
588	117.6	26.394187449895266	33.67291633855168
589	117.8	26.534074351192526	33.58247471768439
590	118.0	26.786483661794357	32.79629077621361
591	118.2	26.791699649095886	32.96744099872547
592	118.4	26.974326211524513	33.44723992045609
593	118.6	26.389558686835624	32.780526483286685
594	118.8	26.67146372796686	33.14357083012008
595	119.0	26.624186107912777	32.50575981233351
596	119.2	26.812616250561764	32.968249114844006
597	119.4	27.056319760105392	32.69420143199795
598	119.6	26.74539324329591	32.15450786529123
599	119.8	26.69197273016859	33.1999539466234
600	120.0	27.09313440196129	34.299513922058274
601	120.2	27.58585352287636	34.78061579861774
602	120.4	27.40707366628782	32.109984460055024
603	120.6	27.33594035681017	33.05645460526889
604	120.8	27.91917462449443	33.62005288580116
605	121.0	27.052171006444258	33.19265458517792
606	121.2	26.810043076653034	32.04281622498574
607	121.4	26.881877199617513	33.06064639645031
608	121.6	27.192751367346176	32.2007276497583
609	121.8	26.632389402047185	32.46031044152575
610	122.0	27.028099635498357	34.61934973397768
611	122.2	26.966417393810165	34.2072404389542
612	122.4	26.6271466998302	34.29155494135112
613	122.6	26.300906833688227	33.431038071802405
614	122.8	26.119141503445274	35.398913577446116
615	123.0	26.80011688214448	35.83958903309789
616	123.2	26.872572900346974	34.47874224198053
617	123.4	26.80376483918456	33.55384348308909
618	123.6	26.619650259864535	33.648189290654074
619	123.8	27.55117190468556	34.598053707050134
620	124.0	26.906107824987696	34.16788617708843
621	124.2	26.51284359360751	34.31882712139837
622	124.4	26.36656891005051	34.98477750739127
623	124.6	27.15756381819021	34.89484383476458
624	124.8	27.491440010789294	35.479547302239276
625	125.0	26.88920068562383	36.31319520835792
626	125.2	27.453366261880205	35.656954539499324
627	125.4	27.00832671458274	34.11557729615514
628	125.6	27.659580873565695	33.393038724993424
629	125.8	27.855736165890217	33.530842512072894
630	126.0	27.687852759382434	35.484605310791984
631	126.2	27.738345089599154	33.43579104185781
